ActivitySourceName,Activity,SectorSourceName,Sector,SectorType,activity_set
StateGHGI_CA,"Agriculture, Ag Energy Use, Crop Production, None, Fuel combustion, Natural gas",NAICS_2017_Code,111,,ag
StateGHGI_CA,"Agriculture, Ag Energy Use, Crop Production, None, Fuel combustion, Natural gas",NAICS_2017_Code,111,,ag
StateGHGI_CA,"Agriculture, Ag Energy Use, Crop Production, None, Fuel combustion, Natural gas",NAICS_2017_Code,111,,ag
StateGHGI_CA,"Agriculture, Ag Energy Use, Livestock, None, Fuel combustion, Natural gas",NAICS_2017_Code,112,,ag
StateGHGI_CA,"Agriculture, Ag Energy Use, Livestock, None, Fuel combustion, Natural gas",NAICS_2017_Code,112,,ag
StateGHGI_CA,"Agriculture, Ag Energy Use, Livestock, None, Fuel combustion, Natural gas",NAICS_2017_Code,112,,ag
StateGHGI_CA,"Agriculture, Ag Energy Use, Not Specified, None, Fuel combustion, Biodiesel",NAICS_2017_Code,115,,ag
StateGHGI_CA,"Agriculture, Ag Energy Use, Not Specified, None, Fuel combustion, Biodiesel",NAICS_2017_Code,115,,ag
StateGHGI_CA,"Agriculture, Ag Energy Use, Not Specified, None, Fuel combustion, Distillate",NAICS_2017_Code,115,,ag
StateGHGI_CA,"Agriculture, Ag Energy Use, Not Specified, None, Fuel combustion, Distillate",NAICS_2017_Code,115,,ag
StateGHGI_CA,"Agriculture, Ag Energy Use, Not Specified, None, Fuel combustion, Distillate",NAICS_2017_Code,115,,ag
StateGHGI_CA,"Agriculture, Ag Energy Use, Not Specified, None, Fuel combustion, Ethanol",NAICS_2017_Code,115,,ag
StateGHGI_CA,"Agriculture, Ag Energy Use, Not Specified, None, Fuel combustion, Ethanol",NAICS_2017_Code,115,,ag
StateGHGI_CA,"Agriculture, Ag Energy Use, Not Specified, None, Fuel combustion, Gasoline",NAICS_2017_Code,115,,ag
StateGHGI_CA,"Agriculture, Ag Energy Use, Not Specified, None, Fuel combustion, Gasoline",NAICS_2017_Code,115,,ag
StateGHGI_CA,"Agriculture, Ag Energy Use, Not Specified, None, Fuel combustion, Gasoline",NAICS_2017_Code,115,,ag
StateGHGI_CA,"Agriculture, Ag Energy Use, Not Specified, None, Fuel combustion, Kerosene",NAICS_2017_Code,115,,ag
StateGHGI_CA,"Agriculture, Ag Energy Use, Not Specified, None, Fuel combustion, Kerosene",NAICS_2017_Code,115,,ag
StateGHGI_CA,"Agriculture, Ag Energy Use, Not Specified, None, Fuel combustion, Kerosene",NAICS_2017_Code,115,,ag
StateGHGI_CA,"Agriculture, Ag Energy Use, Not Specified, None, Fuel combustion, Natural gas",NAICS_2017_Code,115,,ag
StateGHGI_CA,"Agriculture, Ag Energy Use, Not Specified, None, Fuel combustion, Natural gas",NAICS_2017_Code,115,,ag
StateGHGI_CA,"Agriculture, Ag Energy Use, Not Specified, None, Fuel combustion, Natural gas",NAICS_2017_Code,115,,ag
StateGHGI_CA,"Agriculture, Ag Energy Use, Not Specified, None, Fuel combustion, Renewable Diesel",NAICS_2017_Code,115,,ag
StateGHGI_CA,"Agriculture, Ag Energy Use, Not Specified, None, Fuel combustion, Renewable Diesel",NAICS_2017_Code,115,,ag
StateGHGI_CA,"Agriculture, Ag Residue Burning, Field Crops, None, Crop acreage burned, Barley",NAICS_2017_Code,111199,,ag
StateGHGI_CA,"Agriculture, Ag Residue Burning, Field Crops, None, Crop acreage burned, Barley",NAICS_2017_Code,111199,,ag
StateGHGI_CA,"Agriculture, Ag Residue Burning, Field Crops, None, Crop acreage burned, Corn",NAICS_2017_Code,11115,,ag
StateGHGI_CA,"Agriculture, Ag Residue Burning, Field Crops, None, Crop acreage burned, Corn",NAICS_2017_Code,11115,,ag
StateGHGI_CA,"Agriculture, Ag Residue Burning, Field Crops, None, Crop acreage burned, Rice",NAICS_2017_Code,11116,,ag
StateGHGI_CA,"Agriculture, Ag Residue Burning, Field Crops, None, Crop acreage burned, Rice",NAICS_2017_Code,11116,,ag
StateGHGI_CA,"Agriculture, Ag Residue Burning, Field Crops, None, Crop acreage burned, Wheat",NAICS_2017_Code,11114,,ag
StateGHGI_CA,"Agriculture, Ag Residue Burning, Field Crops, None, Crop acreage burned, Wheat",NAICS_2017_Code,11114,,ag
StateGHGI_CA,"Agriculture, Ag Residue Burning, Orchard & Vineyard, None, Crop acreage burned, Almond",NAICS_2017_Code,111335,,ag
StateGHGI_CA,"Agriculture, Ag Residue Burning, Orchard & Vineyard, None, Crop acreage burned, Almond",NAICS_2017_Code,111335,,ag
StateGHGI_CA,"Agriculture, Ag Residue Burning, Orchard & Vineyard, None, Crop acreage burned, Walnut",NAICS_2017_Code,111335,,ag
StateGHGI_CA,"Agriculture, Ag Residue Burning, Orchard & Vineyard, None, Crop acreage burned, Walnut",NAICS_2017_Code,111335,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Crop Residues, Direct, Nitrogen in crop residues, NA",NAICS_2017_Code,115112,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Fertilizer, Direct, Nitrogen applied in fertilizer, Organic fertilizers",NAICS_2017_Code,115112,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Fertilizer, Direct, Nitrogen applied in fertilizer, Synthetic fertilizers",NAICS_2017_Code,115112,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Fertilizer, Indirect, Nitrogen applied in fertilizer, Organic fertilizers",NAICS_2017_Code,115112,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Fertilizer, Indirect, Nitrogen applied in fertilizer, Synthetic fertilizers",NAICS_2017_Code,115112,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Liming, None, Dolomite applied to soils, NA",NAICS_2017_Code,115112,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Liming, None, Limestone applied to soils, NA",NAICS_2017_Code,115112,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Manure, Direct, Nitrogen in managed manure, Beef cattle",NAICS_2017_Code,112111,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Manure, Direct, Nitrogen in managed manure, Dairy cows",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Manure, Direct, Nitrogen in managed manure, Dairy heifers",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Manure, Direct, Nitrogen in managed manure, Poultry",NAICS_2017_Code,1123,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Manure, Direct, Nitrogen in managed manure, Sheep, goat, horse",NAICS_2017_Code,1129,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Manure, Direct, Nitrogen in managed manure, Swine",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Manure, Direct, Nitrogen in unmanaged manure, Beef cattle",NAICS_2017_Code,112111,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Manure, Direct, Nitrogen in unmanaged manure, Dairy cows",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Manure, Direct, Nitrogen in unmanaged manure, Dairy heifers",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Manure, Direct, Nitrogen in unmanaged manure, Poultry",NAICS_2017_Code,1123,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Manure, Direct, Nitrogen in unmanaged manure, Sheep, goat, horse",NAICS_2017_Code,1129,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Manure, Direct, Nitrogen in unmanaged manure, Swine",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Manure, Indirect, Nitrogen in managed manure, Beef cattle",NAICS_2017_Code,112111,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Manure, Indirect, Nitrogen in managed manure, Dairy cows",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Manure, Indirect, Nitrogen in managed manure, Dairy heifers",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Manure, Indirect, Nitrogen in managed manure, Poultry",NAICS_2017_Code,1123,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Manure, Indirect, Nitrogen in managed manure, Sheep, goat, horse",NAICS_2017_Code,1129,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Manure, Indirect, Nitrogen in managed manure, Swine",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Manure, Indirect, Nitrogen in unmanaged manure, Beef cattle",NAICS_2017_Code,112111,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Manure, Indirect, Nitrogen in unmanaged manure, Dairy cows",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Manure, Indirect, Nitrogen in unmanaged manure, Dairy heifers",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Manure, Indirect, Nitrogen in unmanaged manure, Poultry",NAICS_2017_Code,1123,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Manure, Indirect, Nitrogen in unmanaged manure, Sheep, goat, horse",NAICS_2017_Code,1129,,ag
StateGHGI_CA,"Agriculture, Ag Soil Management, Manure, Indirect, Nitrogen in unmanaged manure, Swine",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Enteric Fermentation, Cattle, None, Livestock population, Beef calves",NAICS_2017_Code,112111,,ag
StateGHGI_CA,"Agriculture, Enteric Fermentation, Cattle, None, Livestock population, Beef cows",NAICS_2017_Code,112111,,ag
StateGHGI_CA,"Agriculture, Enteric Fermentation, Cattle, None, Livestock population, Beef replacements 0-12 months",NAICS_2017_Code,112111,,ag
StateGHGI_CA,"Agriculture, Enteric Fermentation, Cattle, None, Livestock population, Beef replacements 12-24 months",NAICS_2017_Code,112111,,ag
StateGHGI_CA,"Agriculture, Enteric Fermentation, Cattle, None, Livestock population, Bulls",NAICS_2017_Code,112111,,ag
StateGHGI_CA,"Agriculture, Enteric Fermentation, Cattle, None, Livestock population, Dairy calves",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Enteric Fermentation, Cattle, None, Livestock population, Dairy cows",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Enteric Fermentation, Cattle, None, Livestock population, Dairy replacements 0-12 months",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Enteric Fermentation, Cattle, None, Livestock population, Dairy replacements 12-24 months",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Enteric Fermentation, Cattle, None, Livestock population, Heifer feedlot",NAICS_2017_Code,112111,,ag
StateGHGI_CA,"Agriculture, Enteric Fermentation, Cattle, None, Livestock population, Heifer stockers",NAICS_2017_Code,112111,,ag
StateGHGI_CA,"Agriculture, Enteric Fermentation, Cattle, None, Livestock population, Steer feedlot",NAICS_2017_Code,112111,,ag
StateGHGI_CA,"Agriculture, Enteric Fermentation, Cattle, None, Livestock population, Steer stockers",NAICS_2017_Code,112111,,ag
StateGHGI_CA,"Agriculture, Enteric Fermentation, Other Livestock, None, Livestock population, Goats",NAICS_2017_Code,112420,,ag
StateGHGI_CA,"Agriculture, Enteric Fermentation, Other Livestock, None, Livestock population, Horses",NAICS_2017_Code,112920,,ag
StateGHGI_CA,"Agriculture, Enteric Fermentation, Other Livestock, None, Livestock population, Sheep",NAICS_2017_Code,112410,,ag
StateGHGI_CA,"Agriculture, Enteric Fermentation, Other Livestock, None, Livestock population, Swine",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Histosol Cultivation, Not Specified, Direct, Drained histosols, NA",NAICS_2017_Code,111,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Anaerobic digester, Livestock population, Dairy cows",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Anaerobic digester, Livestock population, Dairy cows",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Anaerobic lagoon, Livestock population, Dairy cows",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Anaerobic lagoon, Livestock population, Dairy cows",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Daily spread, Livestock population, Dairy cows",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Daily spread, Livestock population, Dairy cows",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Daily spread, Livestock population, Dairy heifers",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Daily spread, Livestock population, Dairy heifers",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Deep pit, Livestock population, Dairy cows",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Deep pit, Livestock population, Dairy cows",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Dry lot, Livestock population, Dairy heifers",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Dry lot, Livestock population, Dairy heifers",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Dry lot, Livestock population, Feedlot - heifers 500+ lbs",NAICS_2017_Code,112111,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Dry lot, Livestock population, Feedlot - heifers 500+ lbs",NAICS_2017_Code,112111,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Dry lot, Livestock population, Feedlot - steers 500+ lbs",NAICS_2017_Code,112111,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Dry lot, Livestock population, Feedlot - steers 500+ lbs",NAICS_2017_Code,112111,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Liquid/slurry, Livestock population, Dairy cows",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Liquid/slurry, Livestock population, Dairy cows",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Liquid/slurry, Livestock population, Dairy heifers",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Liquid/slurry, Livestock population, Dairy heifers",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Liquid/slurry, Livestock population, Feedlot - heifers 500+ lbs",NAICS_2017_Code,112111,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Liquid/slurry, Livestock population, Feedlot - heifers 500+ lbs",NAICS_2017_Code,112111,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Liquid/slurry, Livestock population, Feedlot - steers 500+ lbs",NAICS_2017_Code,112111,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Liquid/slurry, Livestock population, Feedlot - steers 500+ lbs",NAICS_2017_Code,112111,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Pasture, Livestock population, Dairy cows",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Pasture, Livestock population, Dairy heifers",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Pasture, Livestock population, Not on feed - beef cows",NAICS_2017_Code,112111,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Pasture, Livestock population, Not on feed - bulls 500+ lbs",NAICS_2017_Code,112111,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Pasture, Livestock population, Not on feed - calves <500 lbs",NAICS_2017_Code,112111,,ag
